participant_id,project_code,survey_language,country,institute_code,setting,condition,greencar,greensoap,greendishwasher,race,recoded_race,nationality,original_gender,gender,original_age,age,RorD,LiborCon
866,20,English,USA,16,Lab,status story,Yes,No,Yes,,Hispanic or Latino,,male,Male,23,23,,Liberal
867,20,English,USA,16,Lab,control story,Yes,Yes,No,,White,,male,Male,23,23,,Conservative
868,20,English,USA,16,Lab,no story,No,Yes,Yes,,Native Hawaiian or Pacific Islander,,female,Female,18,18,,Conservative
869,20,English,USA,16,Lab,no story,No,Yes,No,,White,,female,Female,21,21,,Conservative
870,20,English,USA,16,Lab,status story,Yes,Yes,Yes,,Hispanic or Latino,,male,Male,18,18,,Conservative
871,20,English,USA,16,Lab,control story,Yes,Yes,Yes,,White,,female,Female,20,20,,Liberal
872,20,English,USA,16,Lab,status story,Yes,No,No,,White,,female,Female,21,21,,Conservative
873,20,English,USA,16,Lab,control story,No,No,No,,White,,female,Female,21,21,,Conservative
874,1,English,USA,1,Lab,control story,Yes,No,No,American indian,American Indian or Alaska Native,,Female,Female,25,25,,Liberal
875,1,English,USA,1,Lab,control story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,Liberal
876,1,English,USA,1,Lab,control story,No,No,Yes,other,Other,,Female,Female,21,21,Democrat,Liberal
877,1,English,USA,1,Lab,control story,No,Yes,Yes,White,White,,Male,Male,29,29,,Conservative
878,1,English,USA,1,Lab,control story,No,Yes,Yes,other,Other,,Female,Female,21,21,,Conservative
879,1,English,USA,1,Lab,control story,Yes,Yes,Yes,White,White,,Female,Female,19,19,Democrat,Liberal
880,1,English,USA,1,Lab,control story,Yes,No,No,White,White,,Male,Male,22,22,,Conservative
881,1,English,USA,1,Lab,control story,Yes,Yes,Yes,Black,Black or African American,,Male,Male,19,19,,Conservative
882,1,English,USA,1,Lab,control story,Yes,No,No,other,Other,,Male,Male,19,19,,Liberal
883,1,English,USA,1,Lab,control story,No,No,No,Black,Black or African American,,Female,Female,22,22,,Liberal
884,1,English,USA,1,Lab,control story,Yes,Yes,Yes,Black,Black or African American,,Male,Male,20,20,Democrat,Liberal
885,1,English,USA,1,Lab,control story,Yes,Yes,Yes,American indian,American Indian or Alaska Native,,Male,Male,21,21,,Liberal
886,1,English,USA,1,Lab,control story,No,Yes,Yes,White,White,,Female,Female,38,38,,Liberal
887,1,English,USA,1,Lab,control story,No,No,No,White,White,,Male,Male,18,18,,Conservative
888,1,English,USA,1,Lab,control story,No,Yes,Yes,White,White,,Male,Male,19,19,,Liberal
889,1,English,USA,1,Lab,control story,No,No,No,other,Other,,Female,Female,21,21,Democrat,Liberal
890,1,English,USA,1,Lab,control story,Yes,Yes,Yes,White,White,,Male,Male,18,18,,Conservative
891,1,English,USA,1,Lab,control story,Yes,No,Yes,White,White,,Male,Male,19,19,Republican,Liberal
892,1,English,USA,1,Lab,control story,No,Yes,No,White,White,,Male,Male,18,18,Republican,Conservative
893,1,English,USA,1,Lab,control story,Yes,Yes,Yes,other,Other,,Male,Male,19,19,Democrat,
894,1,English,USA,1,Lab,control story,Yes,Yes,No,other,Other,,Female,Female,22,22,,Liberal
895,1,English,USA,1,Lab,control story,No,Yes,No,other,Other,,Female,Female,19,19,Democrat,Liberal
896,1,English,USA,1,Lab,control story,Yes,No,Yes,White,White,,Female,Female,18,18,,Liberal
897,1,English,USA,1,Lab,control story,No,No,Yes,White,White,,Male,Male,19,19,,Conservative
898,1,English,USA,1,Lab,control story,No,No,No,White,White,,Female,Female,18,18,,Conservative
899,1,English,USA,1,Lab,control story,Yes,No,No,other,Other,,Female,Female,18,18,,
900,1,English,USA,1,Lab,control story,No,Yes,Yes,,,,,,,,,
901,1,English,USA,1,Lab,control story,No,Yes,No,White,White,,Male,Male,20,20,,
902,1,English,USA,1,Lab,status story,No,No,Yes,other,Other,,Female,Female,20,20,,Liberal
903,1,English,USA,1,Lab,status story,Yes,No,No,White,White,,Female,Female,21,21,Republican,Conservative
904,1,English,USA,1,Lab,status story,Yes,Yes,Yes,American indian,American Indian or Alaska Native,,Female,Female,19,19,Democrat,Conservative
905,1,English,USA,1,Lab,status story,Yes,No,No,White,White,,Female,Female,20,20,Republican,Conservative
906,1,English,USA,1,Lab,status story,No,No,Yes,White,White,,Male,Male,20,20,Democrat,Liberal
907,1,English,USA,1,Lab,status story,No,No,Yes,other,Other,,Female,Female,23,23,,Liberal
908,1,English,USA,1,Lab,status story,No,No,No,White,White,,Male,Male,21,21,Republican,Conservative
909,1,English,USA,1,Lab,status story,No,No,No,other,Other,,Female,Female,21,21,,
910,1,English,USA,1,Lab,status story,Yes,Yes,No,other,Other,,Female,Female,22,22,,Conservative
911,1,English,USA,1,Lab,status story,Yes,No,No,Black,Black or African American,,Male,Male,20,20,Republican,Conservative
912,1,English,USA,1,Lab,status story,No,No,No,Black,Black or African American,,Male,Male,18,18,Democrat,Conservative
913,1,English,USA,1,Lab,status story,Yes,No,Yes,other,Other,,Female,Female,20,20,,Liberal
914,1,English,USA,1,Lab,status story,Yes,No,No,White,White,,Female,Female,18,18,,Liberal
915,1,English,USA,1,Lab,status story,Yes,No,No,White,White,,Male,Male,18,18,Republican,Conservative
916,1,English,USA,1,Lab,status story,Yes,No,No,asian,Asian or Asian Indian,,Male,Male,19,19,Republican,Conservative
917,1,English,USA,1,Lab,status story,Yes,No,Yes,Black,Black or African American,,Female,Female,20,20,Democrat,Liberal
918,1,English,USA,1,Lab,status story,Yes,Yes,Yes,White,White,,Female,Female,21,21,,Liberal
919,1,English,USA,1,Lab,status story,No,No,No,Black,Black or African American,,Male,Male,18,18,,Liberal
920,1,English,USA,1,Lab,status story,No,Yes,No,White,White,,Male,Male,18,18,Republican,Conservative
921,1,English,USA,1,Lab,status story,Yes,No,Yes,asian,Asian or Asian Indian,,Female,Female,19,19,,Liberal
922,1,English,USA,1,Lab,status story,No,Yes,Yes,other,Other,,Female,Female,18,18,Democrat,Liberal
923,1,English,USA,1,Lab,status story,Yes,Yes,Yes,White,White,,Female,Female,22,22,,Conservative
924,1,English,USA,1,Lab,status story,Yes,Yes,Yes,other,Other,,Male,Male,19,19,,Conservative
925,1,English,USA,1,Lab,status story,No,Yes,Yes,other,Other,,Female,Female,22,22,Democrat,Liberal
926,1,English,USA,1,Lab,status story,No,Yes,No,other,Other,,Male,Male,20,20,Democrat,Liberal
927,1,English,USA,1,Lab,status story,No,Yes,Yes,White,White,,Male,Male,26,26,Democrat,Liberal
928,1,English,USA,1,Lab,status story,No,Yes,No,White,White,,Female,Female,20,20,,Liberal
929,1,English,USA,1,Lab,status story,No,No,No,White,White,,Female,Female,19,19,Democrat,Liberal
930,1,English,USA,1,Lab,status story,No,No,No,White,White,,Male,Male,18,18,Republican,Conservative
931,1,English,USA,1,Lab,status story,Yes,No,No,other,Other,,Male,Male,19,19,Democrat,
932,1,English,USA,1,Lab,status story,Yes,No,No,White,White,,Female,Female,18,18,,
933,1,English,USA,1,Lab,status story,No,No,No,White,White,,Male,Male,18,18,Democrat,Conservative
934,1,English,USA,1,Lab,status story,Yes,Yes,Yes,Black,Black or African American,,Female,Female,19,19,Democrat,Liberal
935,1,English,USA,1,Lab,status story,Yes,Yes,No,White,White,,Female,Female,21,21,Democrat,Conservative
936,1,English,USA,1,Lab,status story,Yes,No,No,White,White,,Male,Male,18,18,,Conservative
937,1,English,USA,1,Lab,status story,No,No,Yes,White,White,,Male,Male,18,18,,
938,1,English,USA,1,Lab,status story,No,No,No,White,White,,Female,Female,19,19,Democrat,Conservative
939,1,English,USA,1,Lab,status story,No,Yes,Yes,White,White,,Male,Male,18,18,Democrat,Liberal
940,1,English,USA,1,Lab,status story,No,Yes,No,White,White,,Female,Female,18,18,Democrat,Liberal
941,1,English,USA,1,Lab,status story,Yes,No,No,other,Other,,Female,Female,20,20,,Conservative
942,1,English,USA,1,Lab,status story,No,No,No,other,Other,,Female,Female,21,21,Democrat,Liberal
943,1,English,USA,1,Lab,status story,Yes,Yes,Yes,other,Other,,other,Other,20,20,,Liberal
944,1,English,USA,1,Lab,status story,No,No,No,White,White,,,,,,,Conservative
945,1,English,USA,1,Lab,status story,Yes,No,No,White,White,,Female,Female,21,21,Democrat,Liberal
946,1,English,USA,1,Lab,status story,No,No,No,other,Other,,Male,Male,28,28,Republican,Conservative
947,1,English,USA,1,Lab,control story,,,,,,,,,,,,
948,1,English,USA,1,Lab,control story,Yes,No,Yes,White,White,,Female,Female,21,21,,Liberal
949,1,English,USA,1,Lab,control story,No,No,No,White,White,,Male,Male,20,20,,Liberal
950,1,English,USA,1,Lab,control story,No,No,No,other,Other,,Female,Female,18,18,Republican,Liberal
951,1,English,USA,1,Lab,control story,No,No,Yes,White,White,,Female,Female,18,18,,Liberal
952,1,English,USA,1,Lab,control story,No,No,Yes,White,White,,Male,Male,18,18,,Liberal
953,1,English,USA,1,Lab,control story,Yes,Yes,No,other,Other,,Female,Female,23,23,,Liberal
954,1,English,USA,1,Lab,control story,No,Yes,Yes,other,Other,,Female,Female,20,20,,Liberal
955,1,English,USA,1,Lab,control story,Yes,Yes,Yes,White,White,,Female,Female,33,33,Democrat,Liberal
956,1,English,USA,1,Lab,control story,No,Yes,No,Black,Black or African American,,Male,Male,18,18,Democrat,Liberal
957,1,English,USA,1,Lab,control story,No,No,Yes,White,White,,Female,Female,20,20,Republican,Conservative
958,1,English,USA,1,Lab,control story,Yes,Yes,Yes,Black,Black or African American,,Female,Female,26,26,Democrat,Liberal
959,1,English,USA,1,Lab,control story,Yes,No,No,White,White,,Male,Male,20,20,Republican,Conservative
960,1,English,USA,1,Lab,control story,Yes,Yes,Yes,White,White,,Female,Female,18,18,,Liberal
961,1,English,USA,1,Lab,control story,Yes,No,Yes,Black,Black or African American,,Female,Female,18,18,Democrat,Conservative
962,1,English,USA,1,Lab,control story,No,Yes,Yes,White,White,,Male,Male,21,21,,Conservative
963,1,English,USA,1,Lab,control story,No,No,No,Black,Black or African American,,Male,Male,19,19,Democrat,Liberal
964,1,English,USA,1,Lab,control story,No,No,Yes,White,White,,Female,Female,19,19,Democrat,Liberal
965,1,English,USA,1,Lab,status story,No,Yes,No,other,Other,,Male,Male,21,21,,
966,1,English,USA,1,Lab,status story,No,No,No,White,White,,Female,Female,19,19,Republican,Conservative
967,1,English,USA,1,Lab,status story,No,No,No,White,White,,Male,Male,20,20,Republican,Conservative
968,1,English,USA,1,Lab,status story,No,No,No,other,Other,,Male,Male,28,28,,Liberal
969,1,English,USA,1,Lab,status story,No,Yes,Yes,White,White,,Male,Male,18,18,,Conservative
970,1,English,USA,1,Lab,status story,No,No,No,White,White,,Male,Male,19,19,Republican,Conservative
971,1,English,USA,1,Lab,status story,No,No,No,Black,Black or African American,,Male,Male,22,22,,Conservative
972,1,English,USA,1,Lab,status story,Yes,Yes,Yes,White,White,,Female,Female,47,47,Democrat,Liberal
973,1,English,USA,1,Lab,status story,No,No,Yes,White,White,,Female,Female,21,21,,Liberal
974,1,English,USA,1,Lab,status story,Yes,Yes,Yes,White,White,,Female,Female,24,24,Democrat,Liberal
975,1,English,USA,1,Lab,status story,Yes,No,No,White,White,,Female,Female,18,18,,Liberal
976,1,English,USA,1,Lab,no story,No,No,Yes,other,Other,,Male,Male,32,32,Democrat,Liberal
977,1,English,USA,1,Lab,no story,No,Yes,Yes,White,White,,Female,Female,51,51,,Liberal
978,1,English,USA,1,Lab,no story,No,No,Yes,White,White,,Female,Female,22,22,Republican,Conservative
979,1,English,USA,1,Lab,no story,Yes,Yes,Yes,White,White,,Female,Female,20,20,Democrat,Liberal
980,1,English,USA,1,Lab,no story,No,Yes,Yes,White,White,,,,,,,Conservative
981,1,English,USA,1,Lab,no story,No,Yes,Yes,White,White,,Male,Male,20,20,Democrat,Liberal
982,1,English,USA,1,Lab,no story,No,Yes,No,other,Other,,Male,Male,22,22,Republican,Conservative
983,1,English,USA,1,Lab,no story,Yes,Yes,Yes,asian,Asian or Asian Indian,,Female,Female,26,26,,
984,1,English,USA,1,Lab,no story,Yes,Yes,Yes,White,White,,Female,Female,21,21,Democrat,Liberal
985,1,English,USA,1,Lab,no story,No,No,No,White,White,,Male,Male,21,21,,Conservative
986,1,English,USA,1,Lab,no story,Yes,No,Yes,White,White,,Female,Female,19,19,Democrat,Liberal
987,1,English,USA,1,Lab,no story,Yes,Yes,Yes,White,White,,Male,Male,20,20,,Liberal
988,1,English,USA,1,Lab,no story,Yes,Yes,No,White,White,,Male,Male,28,28,,Liberal
989,1,English,USA,1,Lab,no story,No,Yes,Yes,White,White,,Female,Female,20,20,Democrat,Liberal
990,1,English,USA,1,Lab,no story,No,Yes,No,other,Other,,Male,Male,20,20,Democrat,Liberal
991,1,English,USA,1,Lab,no story,Yes,No,Yes,White,White,,Female,Female,20,20,,Liberal
992,1,English,USA,1,Lab,no story,Yes,Yes,No,White,White,,Female,Female,19,19,,Liberal
993,1,English,USA,1,Lab,no story,Yes,Yes,Yes,White,White,,Female,Female,21,21,,Conservative
994,1,English,USA,1,Lab,no story,Yes,Yes,Yes,White,White,,Female,Female,46,46,Democrat,Conservative
995,1,English,USA,1,Lab,no story,,,,,,,,,,,,
996,1,English,USA,1,Lab,no story,No,No,No,White,White,,Female,Female,24,24,Republican,Conservative
997,1,English,USA,1,Lab,no story,No,Yes,Yes,Black,Black or African American,,Male,Male,22,22,Democrat,Liberal
998,1,English,USA,1,Lab,no story,No,Yes,No,White,White,,Male,Male,24,24,Democrat,Liberal
999,1,English,USA,1,Lab,no story,No,Yes,No,pacific islander,Native Hawaiian or Pacific Islander,,Male,Male,20,20,,Conservative
1000,1,English,USA,1,Lab,no story,No,No,Yes,White,White,,Female,Female,21,21,Republican,Conservative
1001,1,English,USA,1,Lab,no story,Yes,Yes,Yes,White,White,,Female,Female,20,20,Democrat,Liberal
1002,1,English,USA,1,Lab,no story,Yes,Yes,Yes,White,White,,Female,Female,21,21,Republican,Conservative
1003,1,English,USA,1,Lab,no story,Yes,Yes,Yes,other,Other,,Male,Male,25,25,,
1004,1,English,USA,1,Lab,no story,No,Yes,No,other,Other,,Female,Female,20,20,,Liberal
1005,1,English,USA,1,Lab,no story,Yes,No,Yes,White,White,,Female,Female,21,21,Democrat,Liberal
1006,1,English,USA,1,Lab,no story,No,No,No,White,White,,Female,Female,21,21,Republican,Conservative
1007,1,English,USA,1,Lab,no story,No,No,Yes,White,White,,Female,Female,20,20,Republican,Conservative
1008,1,English,USA,1,Lab,no story,No,Yes,Yes,Black,Black or African American,,Male,Male,20,20,,Liberal
1009,1,English,USA,1,Lab,no story,No,Yes,Yes,White,White,,Female,Female,21,21,,
1010,1,English,USA,1,Lab,no story,No,No,No,other,Other,,Female,Female,29,29,,Conservative
1011,1,English,USA,1,Lab,control story,Yes,Yes,No,Black,Black or African American,,Male,Male,21,21,Democrat,Liberal
1012,1,English,USA,1,Lab,control story,No,No,No,White,White,,Male,Male,22,22,Democrat,Liberal
1013,1,English,USA,1,Lab,control story,No,No,Yes,White,White,,Male,Male,22,22,Republican,Conservative
1014,1,English,USA,1,Lab,control story,Yes,No,No,Black,Black or African American,,Male,Male,22,22,,Liberal
1015,1,English,USA,1,Lab,control story,Yes,Yes,Yes,White,White,,Male,Male,21,21,Democrat,Liberal
1016,1,English,USA,1,Lab,control story,No,No,Yes,other,Other,,Male,Male,21,21,,
1017,1,English,USA,1,Lab,control story,No,No,Yes,White,White,,Female,Female,22,22,,Conservative
1018,1,English,USA,1,Lab,control story,No,No,No,White,White,,Male,Male,19,19,,Conservative
1019,1,English,USA,1,Lab,control story,Yes,Yes,Yes,other,Other,,other,Other,20,20,,Conservative
1020,1,English,USA,1,Lab,control story,No,No,No,White,White,,Male,Male,20,20,Republican,Conservative
1021,1,English,USA,1,Lab,control story,No,No,No,White,White,,other,Other,20,20,,Conservative
1022,1,English,USA,1,Lab,control story,No,Yes,No,other,Other,,Male,Male,19,19,,Liberal
1023,11,English,USA,2,Online,no story,Yes,Yes,No,white,White,,Female,Female,18,18,,
1024,11,English,USA,2,Online,status story,Yes,Yes,Yes,white,White,,Female,Female,17,17,,
1025,11,English,USA,2,Online,control story,Yes,Yes,Yes,white,White,,Female,Female,19,19,,
1026,11,English,USA,2,Online,status story,Yes,Yes,Yes,white,White,,Female,Female,19,19,,
1027,11,English,USA,2,Online,no story,No,No,No,white,White,,Male,Male,20,20,,
1028,11,English,USA,2,Online,no story,Yes,Yes,No,white,White,,Male,Male,19,19,,
1029,11,English,USA,2,Online,no story,No,Yes,Yes,white,White,,Female,Female,21,21,,
1030,11,English,USA,2,Online,no story,Yes,Yes,Yes,white,White,,Male,Male,21,21,,
1031,11,English,USA,2,Online,no story,No,Yes,Yes,black,Black or African American,,Female,Female,18,18,,
1032,11,English,USA,2,Online,status story,Yes,Yes,No,,,,,,,,,
1033,11,English,USA,2,Online,status story,No,Yes,Yes,white,White,,Female,Female,19,19,,
1034,11,English,USA,2,Online,control story,Yes,No,No,white,White,,Female,Female,20,20,,
1035,11,English,USA,2,Online,control story,,,,,,,,,,,,
1036,11,English,USA,2,Online,control story,Yes,Yes,Yes,white,White,,Female,Female,20,20,,
1037,11,English,USA,2,Online,control story,,,,,,,,,,,,
1038,11,English,USA,2,Online,no story,Yes,Yes,No,white,White,,Female,Female,17,17,,
1039,11,English,USA,2,Online,status story,,,,,,,,,,,,
1040,11,English,USA,2,Online,control story,Yes,Yes,No,white,White,,Male,Male,18,18,,
1041,11,English,USA,2,Online,no story,Yes,No,Yes,white,White,,Male,Male,19,19,,
1042,11,English,USA,2,Online,status story,Yes,Yes,Yes,white,White,,Female,Female,24,24,,
1043,11,English,USA,2,Online,control story,No,No,No,white,White,,Female,Female,22,22,,
1044,11,English,USA,2,Online,no story,No,No,Yes,,,,,,,,,
1045,11,English,USA,2,Online,control story,Yes,Yes,Yes,white,White,,Female,Female,23,23,,
1046,11,English,USA,2,Online,status story,Yes,Yes,No,white,White,,Female,Female,34,34,,
